a	czech	a	a		IN_WIKTIONARY
trāvìti	czech	tráviti	ˈtraːvɪt
trъ̑stь	czech	trestʹ	ˈtrɛst
tučьnъ	czech	tučný	ˈtut͡ʃniː		IN_WIKTIONARY
tȗkъ	czech	tuk	ˈtuk		IN_WIKTIONARY
tȗrъ	czech	tur	ˈtur		IN_WIKTIONARY
tvȃrь	czech	tvář	tvaːr̝̊		IN_WIKTIONARY
tvorìti	czech	tvořiti	ˈtvor̝ɪt
tvorъ	czech	tvor	[ˈtvor]		CORRECTED
tvь̑rdъ	czech	tvrdý	ˈtvr̩diː		IN_WIKTIONARY
ty	czech	ty	ˈtɪ	ˈtɪ	SAME
tỳlъ	czech	týl	ˈtiːl		IN_WIKTIONARY
tỳti	czech	týti	ˈtiːt
tǭgà	czech	touha	ˈtou̯ɦa		IN_WIKTIONARY
tъ	czech	ten	ˈtɛn		IN_WIKTIONARY
tъrgati	czech	trhati	[ˈtr̩ɦat]		CORRECTED
tьlěti	czech	tlíti	ˈtliːcɪ
tьma	czech	tma	ˈtma		IN_WIKTIONARY
tь̏nьkъ	czech	tenký	ˈtɛŋkiː		IN_WIKTIONARY
užasъ	czech	úžas	ˈuːʒas		IN_WIKTIONARY
vaditi sę	czech	v. se	f
varìti	czech	vařiti	ˈvar̝ɪt
vasъ	czech	vás	ˈvaːs		IN_WIKTIONARY
vȃrъ	czech	var	[ˈvar]		CORRECTED
vedro	czech	vedro	ˈvɛdro		IN_WIKTIONARY
velě̀ti	czech	veleti	ˈvɛlɛt	ˈvɛlɛcɪ	DIFFERENT
velìkъ	czech	veliký	ˈvɛlɪkiː		IN_WIKTIONARY
velkti	czech	vléci	ˈvlɛːt͡sɪ		IN_WIKTIONARY
velьkъ	czech	velký	ˈvɛlkiː		IN_WIKTIONARY
velьmi	czech	velmi	ˈvɛlmɪ		IN_WIKTIONARY
verslò	czech	povříslo	ˈpovr̝iːslo
vertenò	czech	vřeteno	ˈvr̝ɛtɛnɔ		IN_WIKTIONARY
veslò	czech	veslo	ˈvɛslo		IN_WIKTIONARY
vesnà	czech	vesna	ˈvɛsna	ˈvɛsna	SAME
vesti	czech	vésti	ˈvɛːst
vetъxъ	czech	vetchý	ˈvɛtxiː
veztì	czech	vézti	ˈvɛːst
věděti	czech	věděti	ˈvjɛɟɛcɪ
vědrò	czech	vědro	ˈvjɛdro		IN_WIKTIONARY
vě̀jati	czech	váti	ˈvaːcɪ
vě̀ko	czech	víko	ˈviːko		IN_WIKTIONARY
vě̀ra	czech	víra	ˈviːra		IN_WIKTIONARY
vě̀trъ	czech	vítr	ˈviːtr̩		IN_WIKTIONARY
vě̑no	czech	věno	ˈvjɛno		IN_WIKTIONARY
vȅčerъ	czech	večer	ˈvɛt͡ʃɛr		IN_WIKTIONARY
vę̀dnǫti	czech	vadnouti	[ˈvadnou̯t]		CORRECTED
vę̄zàti	czech	vázati	ˈvaːzat
virъ	czech	vír	ˈviːr		IN_WIKTIONARY
viti	czech	víti	ˈviːcɪ
vixъrъ	czech	vichr	ˈvɪxr̩		IN_WIKTIONARY
vìděti	czech	viděti	ˈvɪɟɛt
vȋdъ	czech	vid	ˈvɪt		IN_WIKTIONARY
vodà	czech	voda	ˈvoda		IN_WIKTIONARY
vodìti	czech	voditi	ˈvoɟɪt	ˈvoɟɪtɪ	DIFFERENT
vojьna	czech	vojna	ˈvojna		IN_WIKTIONARY
voliti	czech	voliti	ˈvolɪt	ˈvolɪtɪ	DIFFERENT
volknò	czech	vlákno	ˈvlaːkno		IN_WIKTIONARY
volsti	czech	vlásti	ˈvlaːscɪ
volstь	czech	vlastʹ	ˈvlast
volžiti	czech	vlažiti	ˈvlaʒɪt	ˈvlaʒɪtɪ	DIFFERENT
vorta	czech	vrata	ˈvrata	ˈvrata	SAME
vortìti	czech	vrátiti	ˈvraːcɪt
voskъ	czech	vosk	ˈvosk		IN_WIKTIONARY
vozìti	czech	voziti	[ˈvozɪt]		CORRECTED
vòlga	czech	vláha	ˈvlaːɦa
vòl̨a	czech	vu̥le	ˈvuːzlɛ	ˈvuːlɛ	DIFFERENT
vòrna	czech	vrána	vraːna		IN_WIKTIONARY
vȏlkъ	czech	vlak	vlak		IN_WIKTIONARY
vȏlsъ	czech	vlas	vlas		IN_WIKTIONARY
vȏrgъ	czech	vrah	ˈvrax		IN_WIKTIONARY
vȏzъ	czech	vu̥z	ˈvu	ˈvu	SAME
vy	czech	vy	ˈvɪ	ˈvɪ	SAME
vy-	czech	vy-	ˈvɪ	ˈvɪ	SAME
vysòkъ	czech	vysoký	ˈvɪsokiː		IN_WIKTIONARY
vỳknǫti	czech	vyknouti	ˈvɪknou̯t	ˈvɪknou̯tɪ	DIFFERENT
vỳmę	czech	výmě	ˈviːmɲɛ
v̀ydra	czech	vydra	ˈvɪdra		IN_WIKTIONARY
vъ	czech	v	v		IN_WIKTIONARY
vъn	czech	v	v		IN_WIKTIONARY
vъnùkъ	czech	vnuk	ˈvnuk		IN_WIKTIONARY
vъnъ	czech	ven	ˈvɛn		IN_WIKTIONARY
vъpìti	czech	úpěti	ˈuːpjɛcɪ
vъ̑šь	czech	veš	ˈvɛʃ		IN_WIKTIONARY
vьdovà	czech	vdova	ˈvdova		IN_WIKTIONARY
vьlgъkъ	czech	vlhký	ˈvl̩xkiː		IN_WIKTIONARY
vьlnà	czech	vlna	ˈvl̩na		IN_WIKTIONARY
vьrěti	czech	vříti	ˈvr̝iːcɪ
vьrgnǫti	czech	vrhnouti	ˈvr̩ɦnou̯t	ˈvr̩ɦnou̯cɪ	DIFFERENT
vьrtě̀ti	czech	vrtěti	ˈvr̩cɛcɪ
vьsь	czech	ves	vɛs		IN_WIKTIONARY
vьčera	czech	včera	ˈvt͡ʃɛra		IN_WIKTIONARY
vь̀lna	czech	vlna	ˈvl̩na		IN_WIKTIONARY
vь̀rxъ	czech	vrch	[ˈvr̩x]		CORRECTED
vь̀rša	czech	vrše	[ˈvr̩ʃɛ]		CORRECTED
vь̑lkъ	czech	vlk	vl̩k		IN_WIKTIONARY
xabiti	czech	chabiti	ˈxabɪt	ˈxabɪtɪ	DIFFERENT
xabъ	czech	chabý	ˈxabiː
xabьnъ	czech	chabný	ˈxabniː
xlě̀bъ	czech	chléb	ˈxlɛːp
xlǫdъ	czech	chloud	ˈxlou̯t	ˈxlou̯t	SAME
xoditi	czech	choditi	ˈxoɟɪt	ˈxoɟɪtɪ	DIFFERENT
xoldьnъ	czech	chladný	ˈxladniː		IN_WIKTIONARY
xomǫtъ	czech	chomout	ˈxomou̯t		IN_WIKTIONARY
xorniti	czech	chrániti	ˈxraːnɪt
xȏdъ	czech	chod	xot		IN_WIKTIONARY
xȏldъ	czech	hlad	[ˈɦlat]		CORRECTED
xromъ	czech	chromý	ˈxromiː		IN_WIKTIONARY
xȗdъ	czech	chudý	ˈxudiː		IN_WIKTIONARY
xvorstьje	czech	chrastí	ˈxrasciː
xvorъ	czech	chorý	ˈxoriː		IN_WIKTIONARY
xvórstъ	czech	chrast	ˈxrast	ˈxrast	SAME
za	czech	za	za		IN_WIKTIONARY
zar̨à	czech	záře	ˈzaːr̝ɛ		IN_WIKTIONARY
zaverti	czech	zavříti	ˈzavr̝iːcɪ
zelènъ	czech	zelený	ˈzɛlɛniː		IN_WIKTIONARY
zelьje	czech	zelí	ˈzɛliː		IN_WIKTIONARY
zeml̨à	czech	země	ˈzɛmɲɛ		IN_WIKTIONARY
zěvati	czech	zívati	ˈziːvat
zębnǫti	czech	zábnouti	ˈzaːbnou̯t
zęti	czech	zábsti	ˈzaːpscɪ
zę̀tь	czech	zetʹ	ˈzɛtʲ
zmьjà	czech	zmije	ˈzmɪjɛ		IN_WIKTIONARY
znamenьje	czech	znamení	ˈznamɛɲiː		IN_WIKTIONARY
znàti	czech	znáti	ˈznaːt
znojь	czech	znoj	ˈznoj	ˈznoj	SAME
znьjati	czech	zňat	ˈzɲat
zobàti	czech	zobati	ˈzobat	ˈzobatɪ	DIFFERENT
zȍlto	czech	zlato	[ˈzlato]		CORRECTED
zȏrkъ	czech	zrak	[ˈzrak]		CORRECTED
zīmà	czech	zima	ˈzɪma		IN_WIKTIONARY
zъlъ	czech	zlý	ˈzliː		IN_WIKTIONARY
zъvati	czech	zváti	ˈzvaːt
zьlčь	czech	žluč	ˈʒlut͡ʃ		IN_WIKTIONARY
zьrěti	czech	zráti	ˈzraːcɪ
zь̀rno	czech	zrno	ˈzr̩no		IN_WIKTIONARY
čadъ	czech	čad	ˈt͡ʃat	ˈt͡ʃat	SAME
čarodějь	czech	čaroděj	ˈt͡ʃaroɟɛj		IN_WIKTIONARY
čarъ	czech	čáry	ˈt͡ʃaːrɪ		IN_WIKTIONARY
čàsъ	czech	čas	t͡ʃas		IN_WIKTIONARY
čekati	czech	čekati	[ˈt͡ʃɛkat]		CORRECTED
čelověkъ	czech	člověk	ˈt͡ʃlovjɛk		IN_WIKTIONARY
čelò	czech	čelo	ˈt͡ʃɛlo		IN_WIKTIONARY
čel̨adь	czech	čeledʹ	ˈt͡ʃɛlɛt
čemerъ	czech	čemer	[ˈt͡ʃɛmɛr]		CORRECTED
čerdìti	czech	tříditi	ˈtr̝̊iːɟɪt
černovъ	czech	třenový 	tr̝̊ɛnoviː o bjɛt͡sɛ
černь	czech	třeň	ˈtr̝̊ɛɲ
čerpti	czech	čříti	ˈt͡ʃr̝iːcɪ
čerslò	czech	tříslo	ˈtr̝̊iːslo		IN_WIKTIONARY
červьje	czech	třevo	ˈtr̝̊ɛvo
česàti	czech	česati	ˈt͡ʃɛsat	ˈt͡ʃɛsatɪ	DIFFERENT
četvьrtъ	czech	čtvrtý	t͡ʃtvr̩tiː		IN_WIKTIONARY
četỳre	czech	čtyři	ˈt͡ʃtɪr̝ɪ		IN_WIKTIONARY
čȇrpъ	czech	třep	ˈtr̝̊ɛp
čȇrvo	czech	střevo	str̝̊ɛvo		IN_WIKTIONARY
čęstъ	czech	častý	ˈt͡ʃastiː		IN_WIKTIONARY
čę̑stь	czech	část	ˈt͡ʃaːst		IN_WIKTIONARY
či	czech	či	ˈt͡ʃɪ		IN_WIKTIONARY
činìti	czech	činiti	ˈt͡ʃɪnɪt	ˈt͡ʃɪɲɪtɪ	DIFFERENT
čisti	czech	čísti	ˈt͡ʃiːst
čitati	czech	čítati	ˈt͡ʃiːtat
čìstiti	czech	čistiti	ˈt͡ʃɪscɪt	ˈt͡ʃɪscɪtɪ	DIFFERENT
čìstъ	czech	čistý	ˈt͡ʃɪstiː		IN_WIKTIONARY
čȋnъ	czech	čin	tʃɪn		IN_WIKTIONARY
čuditi sę	czech	čuditi se	t͡ʃuɟɪt	ˈt͡ʃuɟɪtɪ sɛ	DIFFERENT
čùti	czech	číti	ˈt͡ʃiːcɪ
čьrmьnъ	czech	čermný	ˈt͡ʃɛrmniː
čьrpati	czech	čerpati	ˈt͡ʃɛrpat	ˈt͡ʃɛrpatɪ	DIFFERENT
čьrstvъ	czech	črstvý	ˈt͡ʃr̩stviː
čьrtà	czech	črta	ˈt͡ʃr̩ta		IN_WIKTIONARY
čьrvь	czech	červ	ˈt͡ʃɛrf		IN_WIKTIONARY
čь̀rnъ	czech	černý	ˈt͡ʃɛrniː		IN_WIKTIONARY
čь̑stь	czech	čest	ˈt͡ʃɛst		IN_WIKTIONARY
ę̄drò	czech	jádro	ˈjaːdro		IN_WIKTIONARY
ę̄trò	czech	játra	ˈjaːtra		IN_WIKTIONARY
ǭtròba	czech	útroba	ˈuːtroba
šȇstъ	czech	šestý	ˈʃɛstiː		IN_WIKTIONARY
šȇstь	czech	šest	ʃɛst		IN_WIKTIONARY
šìti	czech	šíti	ˈʃiːcɪ
ščenę	czech	štěně	ˈʃcɛɲɛ		IN_WIKTIONARY
ščítъ	czech	štít	ˈʃciːt		IN_WIKTIONARY
ūstà	czech	ústa	ˈuːsta		IN_WIKTIONARY
ūzdà	czech	uzda	ˈuzda		IN_WIKTIONARY
žalь	czech	žal	ʒal		IN_WIKTIONARY
žarъ	czech	žár	ʒaːr		IN_WIKTIONARY
žàba	czech	žába	ʒaːba		IN_WIKTIONARY
že	czech	že	ʒɛ		IN_WIKTIONARY
žegti	czech	žéci	ˈʒɛːt͡sɪ
želěti	czech	želeti	ˈʒɛlɛt	ˈʒɛlɛcɪ	DIFFERENT
želě̀zo	czech	železo	[ˈʒɛlɛzo]		CORRECTED
želǫdъkъ	czech	žaludek	ˈʒaludɛk		IN_WIKTIONARY
žely	czech	želva	ʒɛlva		IN_WIKTIONARY
želza	czech	žláza	ˈʒlaːza		IN_WIKTIONARY
ženà	czech	žena	ˈʒɛna		IN_WIKTIONARY
žeravъ	czech	žeravý	ˈʒɛraviː
žerbьjь	czech	hřeb	ˈɦr̝ɛp
žerdlò	czech	žřídlo	ˈʒr̝iːdlo
žę̄dàti	czech	žádati	ˈʒaːdat
žȅlǫdь	czech	žalud	ˈʒalut		IN_WIKTIONARY
žędьnъ	czech	žádný	ˈʒaːdniː
žęti	czech	žíti	ˈʒiːcɪ
žę̀tva	czech	žatva	ˈʒatva	ˈʒatva	SAME
židъkъ	czech	židký	ˈʒɪtkiː
živìca	czech	živice	ˈʒɪvɪt͡sɛ	ˈʒɪvɪt͡sɛ	SAME
živòtъ	czech	život	ˈʒɪvot	ˈʒɪvot	SAME
žìla	czech	žíla	ˈʒiːla		IN_WIKTIONARY
žìti	czech	žíti	ˈʒiːcɪ
žȋvъ	czech	živý	ˈʒɪviː		IN_WIKTIONARY
žuriti	czech	zuřiti	ˈzur̝ɪt
žьlna	czech	ž. zelená	ʃt zɛlɛnaː
žьltъ	czech	žlutý	ˈʒlutiː		IN_WIKTIONARY
žьvàti	czech	žváti	ˈʒvaːcɪ
arьmò	czech	jařmo	ˈjar̝mo		IN_WIKTIONARY
àblo	czech	jablo	ˈjablo	ˈjablo	SAME
àblonь	czech	jabloň	ˈjabloɲ		IN_WIKTIONARY
àblъkъ	czech	jablko	jabl̩ko		IN_WIKTIONARY
àstrę̄bъ	czech	jestřáb	ˈjɛstr̝̊aːp		IN_WIKTIONARY
ȁsenъ	czech	jasan	ˈjasan		IN_WIKTIONARY
basnь	czech	báseň	ˈbaːsɛɲ		IN_WIKTIONARY
bobrъ	czech	bobr	ˈbobr̩		IN_WIKTIONARY
bedrò	czech	bedra	[ˈbɛdra]		CORRECTED
bolnъ	czech	blín	ˈbliːn		IN_WIKTIONARY
belnovati	czech	blenovati	ˈblɛnovat	ˈblɛnovatɪ	DIFFERENT
blekotъ	czech	blekot	[ˈblɛkot]		CORRECTED
bliskati sę	czech	blýskati se	bliːskatɪ sɛ
blizna	czech	blizna	[ˈblɪzna]		CORRECTED
blizъkъ	czech	blizý	ˈblɪziː
boln̨a	czech	blaňa	ˈblaɲa
bràtrъ	czech	bratr	[ˈbratr̩]		CORRECTED
bràtьja	czech	bratří	ˈbratr̝̊iː
br̨ȗxъ	czech	břicho	ˈbr̝ɪxo		IN_WIKTIONARY
bъrtь	czech	brtʹ	ˈbr̩t
dalь	czech	dál	daːl		IN_WIKTIONARY
dę̄snь	czech	dáseň	ˈdaːsɛɲ		IN_WIKTIONARY
drevě	czech	dřív	ˈdr̝iːf		IN_WIKTIONARY
drevьnъ	czech	dřevný	ˈdr̝ɛvniː
dristati	czech	dřístati	ˈdr̝iːstat
drobězgъ	czech	drobesk	ˈdrobɛsk	ˈdrobɛsk	SAME
droždžьje	czech	droždí	ˈdroʒɟiː		IN_WIKTIONARY
drьkolьje	czech	drkolí	ˈdr̩koliː
dupa	czech	doupa	ˈdou̯pa	ˈdou̯pa	SAME
ebàti	czech	jebati	ˈjɛbat	ˈjɛbatɪ	DIFFERENT
edinakъ	czech	jedinaký	ˈjɛɟɪnakiː
edьnъ	czech	jeden	ˈjɛdɛn		IN_WIKTIONARY
edlà	czech	jedle	ˈjɛdlɛ		IN_WIKTIONARY
ledva	czech	jedva	[ˈjɛdva]		CORRECTED
elbedà	czech	lebeda	[ˈlɛbɛda]		CORRECTED
elbedь	czech	labutʹ	ˈlabut
elenъ	czech	jelen	ˈjɛlɛn		IN_WIKTIONARY
emelo	czech	jmelí	ˈjmɛliː		IN_WIKTIONARY
esètrъ	czech	jeseter	ˈjɛsɛtɛr		IN_WIKTIONARY
ezъ	czech	jez	jɛs		IN_WIKTIONARY
ežica	czech	ježice	ˈjɛʒɪt͡sɛ		IN_WIKTIONARY
ěrь	czech	jaro	ˈjaro		IN_WIKTIONARY
ěždžikъ	czech	ježdík	ˈjɛʒɟiːk
ȅzerъ	czech	jezero	ˈjɛzɛro		IN_WIKTIONARY
ękati	czech	jekati	ˈjɛkat	ˈjɛkatɪ	DIFFERENT
ędza	czech	jaza	ˈjaza	ˈjaza	SAME
gleznъ	czech	hlezen	ˈɦlɛzɛn	ˈɦlɛzɛn	SAME
glěnъ	czech	hlen	ˈɦlɛn		IN_WIKTIONARY
glístъ	czech	hlíst	ˈɦliːst
gomola	czech	homole	ˈɦomolɛ		IN_WIKTIONARY
górdja	czech	hráz	ˈɦraːs		IN_WIKTIONARY
gornъ	czech	hrany	ˈɦranɪ		IN_WIKTIONARY
gǫgnati	czech	huhňati	ˈɦuɦɲat
gognavъjь	czech	huhňávy	ˈɦuɦɲaːvɪ
gǫžьvь	czech	houžev	ˈɦou̯ʒɛf		IN_WIKTIONARY
grozdьno	czech	hrozen	ˈɦrozɛn		IN_WIKTIONARY
grubъ	czech	hrubý	ˈɦrubiː		IN_WIKTIONARY
gruda	czech	hrouda	[ˈɦrou̯da]		CORRECTED
gvozdъ	czech	hvozd	ˈɦvost		IN_WIKTIONARY
gъrbъ	czech	hrb	ˈɦr̩p		IN_WIKTIONARY
olьša	czech	olše	ˈolʃɛ		IN_WIKTIONARY
osa	czech	osa	ˈosa		IN_WIKTIONARY
jьgra	czech	hra	[ˈɦra]		CORRECTED
jьkrà	czech	jikra	ˈjɪkra		IN_WIKTIONARY
klegotъ	czech	klehot	ˈklɛɦot	ˈklɛɦot	SAME
kolto	czech	klát	ˈklaːt
kopъtъ	czech	kopt	[ˈkopt]		CORRECTED
korba	czech	krabuše	ˈkrabuʃɛ	ˈkrabuʃɛ	SAME
košarъ	czech	košár	koʃaːr		IN_WIKTIONARY
kyselъ	czech	kyselý	ˈkɪsɛliː		IN_WIKTIONARY
kъlka	czech	kelka	ˈkɛlka	ˈkɛlka	SAME
kъrmъ	czech	krm	kr̩m	ˈkr̩m	DIFFERENT
lemešь	czech	lemeš	ˈlɛmɛʃ	ˈlɛmɛʃ	SAME
lękati	czech	lekati	ˈlɛkat	ˈlɛkatɪ	DIFFERENT
lędvьje	czech	ledví	ˈlɛdviː
libovъ	czech	libový	ˈlɪboviː		IN_WIKTIONARY
mavati	czech	mávati	ˈmaːvat
mamiti	czech	mámiti	ˈmaːmɪt
mȃzъ	czech	maz	ˈmas		IN_WIKTIONARY
mèčь	czech	meč	ˈmɛt͡ʃ		IN_WIKTIONARY
mělь	czech	měl	ˈmɲɛl		IN_WIKTIONARY
mě̑xъ	czech	měch	mɲɛx		IN_WIKTIONARY
mě̀lъ	czech	mělý	ˈmɲɛliː
męzdra	czech	mázdra	ˈmaːzdra
mьgà	czech	mlha	mɫ̩ɦa		IN_WIKTIONARY
murъ	czech	mour	[ˈmou̯r]		CORRECTED
mьsta	czech	mьstь	m̩nɛst
někъto	czech	někdo	ˈɲɛɡdo
nicati	czech	níceti	ˈɲiːt͡sɛt
norvъ	czech	mrav	ˈmraf		IN_WIKTIONARY
nozdra	czech	nozdra	[ˈnozdra]		CORRECTED
nuditi	czech	nuditi	ˈnuɟɪt	ˈnuɟɪtɪ	DIFFERENT
nukati	czech	nukatʹ	ˈnukat
nùdja	czech	nouze	ˈnou̯zɛ		IN_WIKTIONARY
nyně	czech	nyní	ˈnɪɲiː		IN_WIKTIONARY
obora	czech	obora	ˈobora	ˈobora	SAME
òrmę	czech	rámě	ˈraːmɲɛ
ȍlkъtь	czech	loket	ˈlɔkɛt		IN_WIKTIONARY
ȍpaky	czech	opak	ˈopak		IN_WIKTIONARY
po	czech	po	ˈpo		IN_WIKTIONARY
povorzъ	czech	provaz	ˈprovas		IN_WIKTIONARY
paznegъtь	czech	pazneht	ˈpaznɛxt		IN_WIKTIONARY
pelna	czech	plena	ˈplɛna		IN_WIKTIONARY
pěga	czech	piha	ˈpɪɦa		IN_WIKTIONARY
pȍpelъ	czech	popel	ˈpopɛl		IN_WIKTIONARY
piskorь	czech	piskoř	ˈpɪskor̝̊		IN_WIKTIONARY
pǫpъ	czech	pupek	ˈpupɛk		IN_WIKTIONARY
pro	czech	pro-	[ˈpro]		CORRECTED
proti	czech	proti	[ˈprocɪ]		CORRECTED
pỳrъ	czech	pýr	ˈpiːr		IN_WIKTIONARY
pīskàti	czech	pískati	ˈpiːskat
pьkъlo	czech	peklo	ˈpɛklo		IN_WIKTIONARY
sérnъ	czech	střín	ˈstr̝̊iːn
sę̀gati	czech	sahati	ˈsaɦat	ˈsaɦatɪ	DIFFERENT
sol(o)vikъ	czech	slavík	ˈslaviːk		IN_WIKTIONARY
sòrka	czech	straka	ˈstraka		IN_WIKTIONARY
stryjь	czech	strýc	striːt͡s		IN_WIKTIONARY
strьženь	czech	stržeň	ˈstr̩ʒɛɲ
surovъ	czech	surový	ˈsuroviː		IN_WIKTIONARY
tesla	czech	tesla	[ˈtɛsla]		CORRECTED
tęgati sę	czech	tázati se	taːzatɪ sɛ
tęga	czech	tíha	ˈciːɦa		IN_WIKTIONARY
tri	czech	tři	ˈtr̝̊ɪ		IN_WIKTIONARY
tỳsęti	czech	tisíc	ˈcɪsiːt͡s		IN_WIKTIONARY
tьla	czech	tlo	ˈtlo	ˈtlo	SAME
vȇrsъ	czech	vřes	vr̝ɛs		IN_WIKTIONARY
vojь	czech	vojín	ˈvojiːn		IN_WIKTIONARY
vòn̨a	czech	vůňe	ˈvuːɲɛ
vỳgъn̨a	czech	výheň	ˈviːɦɛɲ
vъtorъkъ	czech	úterý	ˈuːtɛriː		IN_WIKTIONARY
vьrstva	czech	vrstva	ˈvr̩stva		IN_WIKTIONARY
xvojь	czech	chvoj	ˈxvoj	ˈxvoj	SAME
zьdь	czech	zedʹ	ˈzɛtʲ
zijati	czech	zeti	ˈzɛcɪ	ˈzɛcɪ	SAME
zȏbъ	czech	zob	ˈzop		IN_WIKTIONARY
čemerica	czech	čemeřice	ˈt͡ʃɛmɛr̝ɪt͡sɛ		IN_WIKTIONARY
čerdà	czech	třída	ˈtr̝̊iːda		IN_WIKTIONARY
černъ	czech	čeřen	ˈt͡ʃɛr̝ɛn
čermъxa	czech	střemcha	ˈstr̝̊ɛmxa
česnъ	czech	česnek	ˈt͡ʃɛsnɛk		IN_WIKTIONARY
četverъ	czech	čtverý	ˈt͡ʃtvɛriː
žezlъ	czech	žezlo	ˈʒɛzlo		IN_WIKTIONARY
