ajьce	lower_sorbian	jajko	ˈjajkɔ		IN_WIKTIONARY
ȃje	lower_sorbian	jajo	ˈjajɔ		IN_WIKTIONARY
bagno	lower_sorbian	bagno	ˈbaɡnɔ	ˈbaɡnɔ	SAME
bèrmę	lower_sorbian	brěḿe	ˈbrʲɪˌɛrɛ	ˈbrʲɪ	DIFFERENT
bèrza	lower_sorbian	brjaza	ˈbrʲaza		IN_WIKTIONARY
bě̄dà	lower_sorbian	běda	ˈbʲɪda	ˈbʲɪda	SAME
bȇrgъ	lower_sorbian	brjog	brʲɔk		IN_WIKTIONARY
bìdlo	lower_sorbian	bidɫo	ˈbʲidwɔ
bìti	lower_sorbian	biś	bʲiɕ		IN_WIKTIONARY
bledъjь	lower_sorbian	blědy	ˈblɪdɨ		IN_WIKTIONARY
blǭdìti	lower_sorbian	bɫuźiś	ˈbuʑiɕ
bl̨ьvàti	lower_sorbian	bluwaś	ˈbluwaɕ		IN_WIKTIONARY
blъxà	lower_sorbian	pcha	pxa		IN_WIKTIONARY
blьskъ	lower_sorbian	bɫysk	ˈbɨsk
blьščati sę	lower_sorbian	bɫysćaś se	ˈbɨst͡ɕaɕ sɛ
bojati sę	lower_sorbian	bójaś se	ˈbɛjaɕ sɛ	ˈbɛjaɕɔsɛ	DIFFERENT
bolěti	lower_sorbian	bóleś	ˈbɨlɛɕ		IN_WIKTIONARY
bordatъjь	lower_sorbian	brodaty	ˈbrɔdatɨ	ˈbrɔdatɨ	SAME
bordà	lower_sorbian	broda	ˈbrɔda		IN_WIKTIONARY
borzdà	lower_sorbian	brozda	ˈbrɔzda	ˈbrɔzda	SAME
bòlna	lower_sorbian	bɫona	ˈbɔna
bȏlь	lower_sorbian	bol	bɔl	bɔl	SAME
bȏrgъ	lower_sorbian	brog	brɔk	brɔk	SAME
bȏrnь	lower_sorbian	broń	brɔnʲ		IN_WIKTIONARY
bȏrъ	lower_sorbian	bór	bɨr	bɨr	SAME
bosъjь	lower_sorbian	bosy	ˈbɔsɨ	ˈbɔsɨ	SAME
brodìti	lower_sorbian	broziś	ˈbrɔʑiɕ	ˈbrɔzʲiɕ	DIFFERENT
brȏdъ	lower_sorbian	brod	brɔt		IN_WIKTIONARY
brъstь	lower_sorbian	baršć	barɕt͡ɕ	barɕtɕ	DIFFERENT
bādàti	lower_sorbian	badaś	ˈbadaɕ	ˈbadaɕ	SAME
bъděti	lower_sorbian	bźeś	bʑɛɕ	ˈbʑɛɕ	DIFFERENT
bьrati	lower_sorbian	braś	braɕ		IN_WIKTIONARY
bьčelà	lower_sorbian	coɫa	ˈt͡sɔwa
davě	lower_sorbian	daẃe	ˈdarɛ	ˈdarɛ	SAME
dē̌žà	lower_sorbian	źěža	ˈʑɪʒa	ˈʑɪʒa	SAME
elьcь	lower_sorbian	jalc	jalt͡s	jalt͡s	SAME
eterъ	lower_sorbian	wótory	ˈwɨtɔrɨ
ěti	lower_sorbian	jěś	jɪɕ		IN_WIKTIONARY
ě̑dь	lower_sorbian	jeź	jɛɕ	jɛɕ	SAME
globa	lower_sorbian	gɫoba	ˈɡwɔba
globìti	lower_sorbian	gɫobiś	ˈɡwɔbʲiɕ
gojiti	lower_sorbian	gójś	ɡɛjɕ		IN_WIKTIONARY
gòrxъ	lower_sorbian	groch	ɡrɔx	ɡrɔx	SAME
gȍr̨e	lower_sorbian	góŕe	ˈɡɨrʲɛ	ˈɡɨrʲɛ	SAME
gryzati	lower_sorbian	gryzaś	ˈɡrɨzaɕ	ˈɡrɨzaɕ	SAME
jьgъlà	lower_sorbian	gɫa	ɡwa
jьměti	lower_sorbian	měś	mʲɪɕ		IN_WIKTIONARY
jьmę	lower_sorbian	mě	mʲɪ		IN_WIKTIONARY
kaziti	lower_sorbian	kazyś	ˈkazɨɕ	ˈkazɨɕ	SAME
konъ	lower_sorbian	kón	kɨn	kɨn	SAME
kòšь	lower_sorbian	kóš	ˈkɨʃ	kɨʃ	DIFFERENT
kroma	lower_sorbian	kšoma	ˈkʃɔma	ˈkʃɔma	SAME
lakati	lower_sorbian	ɫakaś	ˈwakaɕ
làjati	lower_sorbian	ɫajaś	ˈwajaɕ
ležàti	lower_sorbian	lažaš	ˈlaʒaʃ	ˈlaʒaʃ	SAME
lěgati	lower_sorbian	lěgaś	ˈlɪɡaɕ	ˈlʲɪɡaɕ	DIFFERENT
lękti	lower_sorbian	lěc	lɪt͡s	ˈlɪt͡s	DIFFERENT
ložìti	lower_sorbian	ɫožyś	ˈwɔʒɨɕ
mě̀dь	lower_sorbian	měź	mʲɪɕ		IN_WIKTIONARY
mě̄zgà	lower_sorbian	mězga	ˈmʲɪzɡa		IN_WIKTIONARY
mikati	lower_sorbian	mikaś	ˈmʲikaɕ	ˈmʲikaɕ	SAME
mlinъ	lower_sorbian	mlin	mlʲin	mlʲin	SAME
naustiti	lower_sorbian	nahusćiś	ˈnahustɕiɕ	ˈnustɕiɕ	DIFFERENT
nevě̀sta	lower_sorbian	njewjesta	ˈnʲɛvʲɛsta	ˈnʲɛjvɛsta	DIFFERENT
nevodъ	lower_sorbian	nawod	ˈnawɔt	ˈnawɔt	SAME
nogъtь	lower_sorbian	nokś	nɔkɕ		IN_WIKTIONARY
nòžь	lower_sorbian	nož	nɔʃ		IN_WIKTIONARY
nuriti	lower_sorbian	se	sɛ		IN_WIKTIONARY
nuta	lower_sorbian	nuta	ˈnuta	ˈnuta	SAME
olni	lower_sorbian	ɫoni	ˈwɔnʲi
orbiti	lower_sorbian	robiś	ˈrɔbʲiɕ	ˈrɔbʲiɕ	SAME
orь̀lъ	lower_sorbian	jerjoɫ	ˈjɛrʲɔw
osъ̀tъ	lower_sorbian	woset	ˈɔsɛt	ˈɔsɛt	SAME
ògn'ь	lower_sorbian	wogeń	ˈɔɡʲɛnʲ		IN_WIKTIONARY
òrdlo	lower_sorbian	radɫo	ˈradwɔ
òsmь	lower_sorbian	wosym	ˈɔsɨm	ˈɔsɨm	SAME
ǫgorь	lower_sorbian	wugoŕ	ˈuɡɔrʲ		IN_WIKTIONARY
ǫ́žь	lower_sorbian	wuž	uʃ		IN_WIKTIONARY
però	lower_sorbian	pjero	ˈpʲɛrɔ		IN_WIKTIONARY
pěsъ̀kъ	lower_sorbian	pěsk	pʲɪsk		IN_WIKTIONARY
pętà	lower_sorbian	pata	ˈpata		IN_WIKTIONARY
pretivъ	lower_sorbian	prśeśiwo	ˈprɕɛɕiwɔ	ˈprɕɛɕiwɔ	SAME
pręsti	lower_sorbian	pśěsć	pɕɪst͡ɕ		IN_WIKTIONARY
pь̀sъ	lower_sorbian	pjas	pʲas		IN_WIKTIONARY
rě̄kà	lower_sorbian	rěka	ˈrʲɪka		IN_WIKTIONARY
sèdmь	lower_sorbian	sedym	ˈsɛdɨm		IN_WIKTIONARY
sěkti	lower_sorbian	sec	sɛt͡s		IN_WIKTIONARY
sě̀jati	lower_sorbian	seś	sɛɕ		IN_WIKTIONARY
sě̀ti	lower_sorbian	seś	sɛɕ		IN_WIKTIONARY
sě̄dló	lower_sorbian	sedɫo	ˈsɛdwɔ
sъdorvъjь	lower_sorbian	strowy	ˈstrowɨ		IN_WIKTIONARY
teplъjь	lower_sorbian	śopɫy	ˈɕɔpwɨ
teti	lower_sorbian	śepaś	ˈɕɛpaɕ		IN_WIKTIONARY
vixъrъ	lower_sorbian	wichor	ˈvʲixɔr	ˈvʲixɔr	SAME
vòl̨a	lower_sorbian	wola	ˈɔla	ˈɔla	SAME
xabьnъjь	lower_sorbian	chamny	ˈxamnɨ	ˈxamnɨ	SAME
čakati	lower_sorbian	čakaś	ˈtʃakaɕ	ˈtʃakaɕ	SAME
čьrvь	lower_sorbian	cerw	t͡sɛrf		IN_WIKTIONARY
čьrnъjь	lower_sorbian	carny	ˈtsarnɨ		IN_WIKTIONARY
želza	lower_sorbian	zaɫza	ˈzawza
žę̄dàti	lower_sorbian	žedaś	ˈʒɛdaɕ	ˈʒɛdaɕ	SAME
žuriti	lower_sorbian	zuriś	ˈzurʲiɕ	ˈzurʲiɕ	SAME
àstrę̄bъ	lower_sorbian	jastśeb	ˈjast͡ɕɛp		IN_WIKTIONARY
bliskati sę	lower_sorbian	bɫyskaś se	ˈbɨskaɕ sɛ
blizna	lower_sorbian	bluzna	ˈbluzna	ˈbluzna	SAME
blizъkъjь	lower_sorbian	blizki	ˈbliskʲi	ˈbliskʲi	SAME
bolnь	lower_sorbian	bɫoń	wɔnʲ
bràtrъ	lower_sorbian	bratr	bratr	bratr	SAME
bràtьja	lower_sorbian	bratśa	ˈbrat͡ɕa	ˈbrat͡ɕa	SAME
ebàti	lower_sorbian	jebaś	ˈjɛbaɕ	ˈjɛbaɕ	SAME
emelo	lower_sorbian	hemjoɫ	ˈhɛmʲɔw
esètrъ	lower_sorbian	jesotr	ˈjɛsɔtr		IN_WIKTIONARY
gorno	lower_sorbian	grono	ˈɡrɔnɔ	ˈɡrɔnɔ	SAME
olьša	lower_sorbian	wolša	ˈɔlʃa	ˈɔlʃa	SAME
osa	lower_sorbian	wósa	ˈwɨsa		IN_WIKTIONARY
kotorъ	lower_sorbian	kótary	ˈkɨtarɨ		IN_WIKTIONARY
mavati	lower_sorbian	mawaś	ˈmawaɕ	ˈmawaɕ	SAME
mamiti	lower_sorbian	mamiś	ˈmamʲiɕ	ˈmamʲiɕ	SAME
mȃzь	lower_sorbian	maz	mas	mas	SAME
òrmę	lower_sorbian	ramje	ˈramʲɛ		IN_WIKTIONARY
