a	polish	a	a		IN_WIKTIONARY
ajьce	polish	jajko	ˈjaj.kɔ		IN_WIKTIONARY
ako	polish	jako	[ˈjakɔ]		CORRECTED
akъ	polish	jaki	ˈja.kʲi		IN_WIKTIONARY
akъjь	polish	jaki	ˈja.kʲi		IN_WIKTIONARY
aviti	polish	jawić	ˈja.vʲit͡ɕ		IN_WIKTIONARY
avьnъjь	polish	jawny	ˈjav.nɨ		IN_WIKTIONARY
azъ	polish	ja	ja		IN_WIKTIONARY
aščerъ	polish	jaszczur	ˈjaʂ.t͡ʂur		IN_WIKTIONARY
àgnę	polish	jagnię	ˈjaɡ.ɲɛ		IN_WIKTIONARY
àma	polish	jama	ˈja.ma		IN_WIKTIONARY
ȁgoda	polish	jagoda	jaˈɡɔ.da		IN_WIKTIONARY
ȃje	polish	jajo	[ˈjajɔ]		CORRECTED
bagno	polish	bagno	ˈbaɡ.nɔ		IN_WIKTIONARY
bàjati	polish	bajać	ˈba.jat͡ɕ		IN_WIKTIONARY
bàviti	polish	bawić	ˈba.vʲit͡ɕ		IN_WIKTIONARY
bȁba	polish	baba	ˈba.ba		IN_WIKTIONARY
berstъ	polish	brzost	bʐɔst		IN_WIKTIONARY
bez	polish	bez	bɛs		IN_WIKTIONARY
bezъ	polish	bez	bɛs		IN_WIKTIONARY
bèrmę	polish	brzemię	ˈbʐɛ.mʲɛ		IN_WIKTIONARY
bèrza	polish	brzoza	ˈbʐɔ.za		IN_WIKTIONARY
běžàti	polish	bieżeć	ˈbʲɛʐɛt͡ɕ
bě̀gati	polish	biegać	ˈbʲɛ.ɡat͡ɕ		IN_WIKTIONARY
belъjь	polish	biaɫy	ˈbʲawɨ	ˈbʲawɨ	SAME
bě̄dà	polish	bieda	ˈbʲɛ.da		IN_WIKTIONARY
bě̑sъ	polish	bies	bʲɛs		IN_WIKTIONARY
bȇrgъ	polish	brzeg	bʐɛk		IN_WIKTIONARY
bìti	polish	bić	bʲit͡ɕ		IN_WIKTIONARY
bìtva	polish	bitwa	ˈbʲi.tfa		IN_WIKTIONARY
bìčь	polish	bicz	bʲit͡ʂ		IN_WIKTIONARY
bledъjь	polish	blady	ˈbla.dɨ		IN_WIKTIONARY
blě̑skъ	polish	blask	blask		IN_WIKTIONARY
blǭdìti	polish	bɫądzić	ˈbwɔɲd͡ʑ
blǫ̑dъ	polish	bɫąd	bwɔnt
bl̨ьvàti	polish	blwać	blvat͡ɕ
blъxà	polish	pchɫa	pxwa	pxwa	SAME
blьknǫti	polish	blaknąć	ˈblak.nɔɲt͡ɕ		IN_WIKTIONARY
blьščati	polish	bɫyszczeć	ˈbɨʂt͡ʂɛt͡ɕ
bo	polish	bo	[bɔ]		CORRECTED
bogatъjь	polish	bogaty	bɔˈɡa.tɨ		IN_WIKTIONARY
bojati sę	polish	bać się	bat͡ɕ ɕɛ
bojaznь	polish	bojaźń	ˈbɔ.jaʑɲ		IN_WIKTIONARY
bojь	polish	bój	buj		IN_WIKTIONARY
bolěti	polish	boleć	ˈbɔ.lɛt͡ɕ		IN_WIKTIONARY
bolnьje	polish	bɫonie	ˈbwɔɲɛ	ˈbwɔɲɛ	SAME
bordatъjь	polish	brodaty	brɔˈda.tɨ		IN_WIKTIONARY
bordà	polish	broda	ˈbrɔ.da		IN_WIKTIONARY
bordlo	polish	brodɫo	ˈbrɔdwɔ	ˈbrɔdwɔ	SAME
borna	polish	brona	ˈbrɔ.na		IN_WIKTIONARY
borzdà	polish	bruzda	ˈbruz.da		IN_WIKTIONARY
bostì	polish	bóść	buɕt͡ɕ		IN_WIKTIONARY
bòlna	polish	bɫona	ˈbwɔna	ˈbwɔna	SAME
bòlto	polish	bɫoto	ˈbwɔtɔ	ˈbwɔtɔ	SAME
bòrti sę	polish	bróć się	brut͡ɕ ɕɛ
bȏgъ	polish	bóg	buk		IN_WIKTIONARY
bȏlgo	polish	bɫogo	ˈbwɔɡɔ	ˈbwɔɡɔ	SAME
bolgъjь	polish	bɫogi	ˈbwɔɡʲi	ˈbwɔɡʲi	SAME
bȏlь	polish	ból	bul		IN_WIKTIONARY
bȏrgъ	polish	bróg	bruk		IN_WIKTIONARY
bȏrnь	polish	broń	brɔɲ		IN_WIKTIONARY
bȏrvъ	polish	browek	[ˈbrɔvɛk]		CORRECTED
bȏrъ	polish	bór	bur		IN_WIKTIONARY
bosъjь	polish	bosy	ˈbɔ.sɨ		IN_WIKTIONARY
bǫbьniti	polish	bębnić	ˈbɛm.bɲit͡ɕ		IN_WIKTIONARY
bǫbьnъ	polish	bęben	ˈbɛm.bɛn		IN_WIKTIONARY
brediti	polish	bredzić	ˈbrɛ.d͡ʑit͡ɕ		IN_WIKTIONARY
brězgъ	polish	brzask	bʐask		IN_WIKTIONARY
bridъkъjь	polish	brzydki	ˈbʐɨt.kʲi		IN_WIKTIONARY
brìtva	polish	brzytwa	ˈbʐɨ.tfa		IN_WIKTIONARY
brodìti	polish	brodzić	ˈbrɔ.d͡ʑit͡ɕ		IN_WIKTIONARY
brȏdъ	polish	bród	brut		IN_WIKTIONARY
brusьnica	polish	brusznica	bruʂˈɲit͡sa	bruʂˈɲit͡sa	SAME
bry	polish	brew	brɛf		IN_WIKTIONARY
brьdnǫti	polish	brnąć	brnɔɲt͡ɕ		IN_WIKTIONARY
brьvъnò	polish	bierwiono	bʲɛrˈvʲɔ.nɔ		IN_WIKTIONARY
bujьnъjь	polish	bujny	ˈbuj.nɨ		IN_WIKTIONARY
bùr̨a	polish	burza	[ˈbuʐa]		CORRECTED
bydlo	polish	bydɫo	[ˈbɨdwɔ]		CORRECTED
bytьje	polish	bycie	ˈbɨ.t͡ɕɛ		IN_WIKTIONARY
byvati	polish	bywać	ˈbɨ.vat͡ɕ		IN_WIKTIONARY
bystrъjь	polish	bystry	ˈbɨ.strɨ		IN_WIKTIONARY
bỳti	polish	być	bɨt͡ɕ
bādàti	polish	badać	ˈba.dat͡ɕ		IN_WIKTIONARY
būdìti	polish	budzić	ˈbu.d͡ʑit͡ɕ		IN_WIKTIONARY
būčàti	polish	buczeć	ˈbut͡ʂɛt͡ɕ
bъ̑rz	polish	bardzo	ˈbar.d͡zɔ		IN_WIKTIONARY
bьrati	polish	brać	brat͡ɕ		IN_WIKTIONARY
bьčelà	polish	pszczoɫa	ˈpʂt͡ʂɔwa	ˈpʂt͡ʂɔwa	SAME
cělovàti	polish	caɫować	t͡saˈwɔvat͡ɕ
cě̄dìti	polish	cedzić	ˈt͡sɛ.d͡ʑit͡ɕ		IN_WIKTIONARY
cě̄nà	polish	cena	ˈt͡sɛ.na		IN_WIKTIONARY
cě̄nìti	polish	cenić	ˈt͡sɛ.ɲit͡ɕ		IN_WIKTIONARY
celъjь	polish	caɫy	ˈt͡sawɨ	ˈt͡sawɨ	SAME
dalekъjь	polish	daleki	daˈlɛ.kʲi		IN_WIKTIONARY
davьnъjь	polish	dawny	ˈdav.nɨ		IN_WIKTIONARY
dàti	polish	dać	dat͡ɕ		IN_WIKTIONARY
dȃnь	polish	dań	daɲ		IN_WIKTIONARY
dȃrъ	polish	dar	dar		IN_WIKTIONARY
degъtь	polish	dziegieć	ˈd͡ʑɛ.ɡʲɛt͡ɕ		IN_WIKTIONARY
dertì	polish	drzeć	dʐɛt͡ɕ		IN_WIKTIONARY
desetъjь	polish	dziesiąty	d͡ʑɛˈɕɔn.tɨ		IN_WIKTIONARY
devetъjь	polish	dziewiąty	d͡ʑɛˈvʲɔn.tɨ		IN_WIKTIONARY
dérnъ	polish	drzón	dʐun
dē̌žà	polish	dzieża	ˈd͡ʑɛ.ʐa		IN_WIKTIONARY
dělati	polish	dziaɫać	ˈd͡ʑawat͡ɕ
děliti	polish	dzielić	ˈd͡ʑɛ.lʲit͡ɕ		IN_WIKTIONARY
dětę	polish	dziecię	ˈd͡ʑɛ.t͡ɕɛ		IN_WIKTIONARY
děti	polish	dzieci	ˈd͡ʑɛ.t͡ɕi		IN_WIKTIONARY
děvìca	polish	dziewica	d͡ʑɛˈvʲi.t͡sa		IN_WIKTIONARY
dě̀dъ	polish	dziad	d͡ʑat		IN_WIKTIONARY
dě̀lo	polish	dzieɫo	ˈd͡ʑɛwɔ	ˈd͡ʑɛwɔ	SAME
dě́lъ	polish	dziaɫ	ˈd͡ʑaw	d͡ʑaw	DIFFERENT
dȅsętь	polish	dziesięć	ˈd͡ʑɛ.ɕɛɲt͡ɕ		IN_WIKTIONARY
dȅvętь	polish	dziewięć	ˈd͡ʑɛ.vʲɛɲt͡ɕ		IN_WIKTIONARY
dȇrvo	polish	drzewo	ˈdʐɛ.vɔ		IN_WIKTIONARY
dęglь	polish	dzięgel	ˈd͡ʑɛŋɡɛl
dętelъ	polish	dzięcioɫ	ˈd͡ʑɛɲt͡ɕɔw
dikъjь	polish	dziki	ˈd͡ʑi.kʲi		IN_WIKTIONARY
divъ	polish	dziw	d͡ʑif		IN_WIKTIONARY
divьnъjь	polish	dziwny	ˈd͡ʑiv.nɨ		IN_WIKTIONARY
do	polish	do	dÉ”		IN_WIKTIONARY
doba	polish	doba	[ˈdɔba]		CORRECTED
dobrъjь	polish	dobry	ˈdɔ.brɨ		IN_WIKTIONARY
dojìti	polish	doić	ˈdɔ.it͡ɕ		IN_WIKTIONARY
doltò	polish	dɫuto	ˈdwutɔ	ˈdwutɔ	SAME
dolъ	polish	dóɫ	duw
domovъjь	polish	domowy	dɔˈmɔ.vɨ		IN_WIKTIONARY
dòlnь	polish	dɫoń	dwɔɲ
dòl̨a	polish	dola	ˈdɔ.la		IN_WIKTIONARY
dòrga	polish	droga	[ˈdrɔɡa]		CORRECTED
dȍma	polish	doma	ˈdɔma	ˈdɔma	SAME
dȏmъ	polish	dom	dɔm		IN_WIKTIONARY
dorgъjь	polish	drogi	ˈdrɔ.ɡʲi		IN_WIKTIONARY
dǫ̀ti	polish	dąć	dɔɲt͡ɕ		IN_WIKTIONARY
dǭgà	polish	dęga	ˈdɛŋ.ɡa		IN_WIKTIONARY
dǫ̑bъ	polish	dąb	dɔmp		IN_WIKTIONARY
drě̄màti	polish	drzemać	ˈdʐɛ.mat͡ɕ		IN_WIKTIONARY
drobìti	polish	drobić	ˈdrɔ.bʲit͡ɕ		IN_WIKTIONARY
drobь	polish	drób	drup		IN_WIKTIONARY
drobьnъjь	polish	drobny	ˈdrɔb.nɨ		IN_WIKTIONARY
drozdъ	polish	drozd	drɔst		IN_WIKTIONARY
dročiti	polish	droczyć	ˈdrɔt͡ʂɨt͡ɕ
drǫ́gъ	polish	drąg	drɔŋk		IN_WIKTIONARY
družìna	polish	drużyna	druˈʐɨ.na		IN_WIKTIONARY
drȗgъ	polish	drugi	ˈdru.ɡʲi		IN_WIKTIONARY
drāpàti	polish	drapać	ˈdra.pat͡ɕ		IN_WIKTIONARY
drъgati	polish	drgać	drɡat͡ɕ		IN_WIKTIONARY
drъžati	polish	drżeć	drʐɛt͡ɕ		IN_WIKTIONARY
drъžь	polish	dreszcz	drɛʂt͡ʂ		IN_WIKTIONARY
drъ̏vo	polish	drwa	[ˈdrva]		CORRECTED
duplò	polish	dziupɫo	ˈd͡ʑupwɔ	ˈd͡ʑupwɔ	SAME
dupl̨a	polish	dziupla	ˈd͡ʑup.la		IN_WIKTIONARY
dura	polish	dziura	ˈd͡ʑu.ra		IN_WIKTIONARY
durь	polish	dur	dur		IN_WIKTIONARY
durьnъjь	polish	durny	ˈdur.nɨ		IN_WIKTIONARY
dužьjь	polish	duży	ˈdu.ʐɨ		IN_WIKTIONARY
dȗxъ	polish	duch	dux		IN_WIKTIONARY
dva	polish	dwa	dva		IN_WIKTIONARY
dvojь	polish	dwoje	ˈdvɔ.jɛ		IN_WIKTIONARY
dvòrъ	polish	dwór	dvur		IN_WIKTIONARY
dvьrь	polish	drzwi	dʐvʲi		IN_WIKTIONARY
dỳmъ	polish	dym	dɨm		IN_WIKTIONARY
dāvàti	polish	dawać	ˈda.vat͡ɕ		IN_WIKTIONARY
dāvìti	polish	dawić	ˈdavʲit͡ɕ
dīvìti	polish	dziwić	ˈd͡ʑi.vʲit͡ɕ		IN_WIKTIONARY
dūrìti	polish	durzyć	ˈduʐɨt͡ɕ
dūxàti	polish	duchać	ˈduxat͡ɕ
dūšà	polish	dusza	ˈdu.ʂa		IN_WIKTIONARY
dъnò	polish	dno	dnɔ		IN_WIKTIONARY
dъva	polish	dwa	dva		IN_WIKTIONARY
dъvojь	polish	dwoje	ˈdvɔ.jɛ		IN_WIKTIONARY
dъxnǫti	polish	tchnąć	txnɔɲt͡ɕ
dъxъ	polish	dech	dɛx		IN_WIKTIONARY
dъždžь	polish	deszcz	dɛʂt͡ʂ		IN_WIKTIONARY
dъ̑lgъ	polish	dɫug	dwuk	dwuk	SAME
dьrgati	polish	dziergać	ˈd͡ʑɛr.ɡat͡ɕ		IN_WIKTIONARY
zadьrnǫti	polish	zadzierzgnąć	zaˈd͡ʑɛʐɡnɔɲt͡ɕ
dьrznǫti	polish	darznąć	ˈdarznɔɲt͡ɕ
dьrzъkъjь	polish	dziarski	ˈd͡ʑar.skʲi		IN_WIKTIONARY
dьržati	polish	dzierż	d͡ʑɛrʂ		IN_WIKTIONARY
dьlgъjь	polish	dɫugi	ˈdwuɡʲi	ˈdwuɡʲi	SAME
dь̑nь	polish	dzień	d͡ʑɛɲ		IN_WIKTIONARY
elьcь	polish	jelec	ˈjɛ.lɛt͡s		IN_WIKTIONARY
erębina	polish	jarzębina	ja.ʐɛmˈbʲi.na		IN_WIKTIONARY
esera	polish	jesiory	jɛˈɕɔrɨ	jɛˈɕɔrɨ	SAME
esetь	polish	jesieć	ˈjɛɕɛt͡ɕ
estь	polish	jest	jɛst		IN_WIKTIONARY
ešče	polish	jeszcze	ˈjɛʂ.t͡ʂɛ		IN_WIKTIONARY
ežina	polish	jeżyna	jɛˈʐɨ.na		IN_WIKTIONARY
ežь	polish	jeż	jɛʂ		IN_WIKTIONARY
ědro	polish	jadro	ˈjadrɔ	ˈjadrɔ	SAME
ěrina	polish	jarzyna	jaˈʐɨ.na		IN_WIKTIONARY
erъjь	polish	jary	[ˈjarɨ]		CORRECTED
ěrъka	polish	jarka	ˈjarka	ˈjarka	SAME
ěrьcь	polish	jarzec	ˈja.ʐɛt͡s		IN_WIKTIONARY
ěsti	polish	jeść	jɛɕt͡ɕ		IN_WIKTIONARY
ěxati	polish	jechać	ˈjɛ.xat͡ɕ		IN_WIKTIONARY
ězda	polish	jazda	[ˈjazda]		CORRECTED
esnъjь	polish	jasny	ˈjas.nɨ		IN_WIKTIONARY
ě̀to	polish	jato	ˈjatɔ	ˈjatɔ	SAME
ȅsenь	polish	jesień	ˈjɛ.ɕɛɲ		IN_WIKTIONARY
ȇ̌dъ	polish	jad	jat		IN_WIKTIONARY
ęti	polish	jąć	jɔɲt͡ɕ		IN_WIKTIONARY
ętry	polish	jątrew	ˈjɔntrɛf
ęzỳkъ	polish	język	ˈjɛ̃.zɨk		IN_WIKTIONARY
ęčati	polish	jęczeć	ˈjɛn.t͡ʂɛt͡ɕ		IN_WIKTIONARY
ęčьmy	polish	jęczmień	ˈjɛn.t͡ʂmʲɛɲ		IN_WIKTIONARY
gadati	polish	gadać	ˈɡa.dat͡ɕ		IN_WIKTIONARY
gasnǫti	polish	gasnąć	ˈɡas.nɔɲt͡ɕ		IN_WIKTIONARY
gàdъ	polish	gad	ɡat		IN_WIKTIONARY
glabati	polish	gɫabać	ˈɡwabat͡ɕ
glazъ	polish	gɫaz	ɡwas	ɡwas	SAME
gladъkъjь	polish	gɫadki	ˈɡwatkʲi	ˈɡwatkʲi	SAME
glìna	polish	glina	ˈɡlʲi.na		IN_WIKTIONARY
glìva	polish	gliwa	ˈɡlʲiva	ˈɡlʲiva	SAME
globìti	polish	gɫobić	ˈɡwɔbʲit͡ɕ
glògъ	polish	gɫóg	ɡwuk
globokъjь	polish	gɫęboki	ɡwɛmˈbɔkʲi
glumiti	polish	gɫumić	ˈɡwumʲit͡ɕ
glupъjь	polish	gɫupi	ˈɡwupʲi	ˈɡwupʲi	SAME
gluxъjь	polish	gɫuchy	ˈɡwuxɨ	ˈɡwuxɨ	SAME
glъtati	polish	glutać	ˈɡlutat͡ɕ
glьjь	polish	glej	ɡlɛj		IN_WIKTIONARY
gnestì	polish	gnieść	ɡɲɛɕt͡ɕ		IN_WIKTIONARY
gně̀vъ	polish	gniew	ɡɲɛf		IN_WIKTIONARY
gně̄zdò	polish	gniazdo	ˈɡɲaz.dɔ		IN_WIKTIONARY
gnȏjь	polish	gnój	ɡnuj		IN_WIKTIONARY
gnusiti sę	polish	gnusić się	ˈɡnuɕit͡ɕ ɕɛ
gnusьnъjь	polish	gnuśny	ˈɡnuɕ.nɨ		IN_WIKTIONARY
gnilъjь	polish	gniɫy	ˈɡɲiwɨ	ˈɡɲiwɨ	SAME
gńìda	polish	gnida	ˈɡɲi.da		IN_WIKTIONARY
gńìti	polish	gnić	ɡɲit͡ɕ		IN_WIKTIONARY
godina	polish	godzina	ɡɔˈd͡ʑi.na		IN_WIKTIONARY
goditi	polish	godzić	ˈɡɔ.d͡ʑit͡ɕ		IN_WIKTIONARY
godъ	polish	gody	ˈɡɔ.dɨ		IN_WIKTIONARY
godьnъjь	polish	godny	ˈɡɔd.nɨ		IN_WIKTIONARY
gojiti	polish	goić	ˈɡɔ.it͡ɕ		IN_WIKTIONARY
golemъjь	polish	golemy	ɡɔˈlɛmɨ	ɡɔˈlɛmɨ	SAME
golěnь	polish	goleń	ˈɡɔ.lɛɲ		IN_WIKTIONARY
golota	polish	goɫota	ɡɔˈwɔta	ɡɔˈwɔta	SAME
golvà	polish	gɫowa	ˈɡwɔva	ˈɡwɔva	SAME
gonìti	polish	gonić	ˈɡɔ.ɲit͡ɕ		IN_WIKTIONARY
gorà	polish	góra	ˈɡu.ra		IN_WIKTIONARY
gorěti	polish	gorzeć	ˈɡɔ.ʐɛt͡ɕ		IN_WIKTIONARY
gorьjьjь	polish	gorszy	[ˈɡɔrʂɨ]		CORRECTED
gorьkъjь	polish	gorzki	ˈɡɔʂ.kʲi		IN_WIKTIONARY
gospodinъ	polish	gospodzin	ɡɔˈspɔd͡ʑin	ɡɔˈspɔd͡ʑin	SAME
gospodь	polish	gospód	ˈɡɔsput
govorъ	polish	gowor	ˈɡɔvɔr	ˈɡɔvɔr	SAME
govьnò	polish	gówno	ˈɡuv.nɔ		IN_WIKTIONARY
golъjь	polish	goɫy	ˈɡɔwɨ	ˈɡɔwɨ	SAME
gòrxъ	polish	groch	ɡrɔx		IN_WIKTIONARY
gȍlǫbь	polish	goɫąb	ˈɡɔwɔmp
gȍr̨e	polish	gorze	ˈɡɔʐɛ	ˈɡɔʐɛ	SAME
gȏldъ	polish	gɫód	ɡwut
gȏlsъ	polish	gɫos	[ˈɡwɔs]		CORRECTED
gȏrdъ	polish	gród	ɡrut		IN_WIKTIONARY
gȏstь	polish	gość	ɡɔɕt͡ɕ		IN_WIKTIONARY
gǫsti	polish	gąść	ɡɔ̃ɕt͡ɕ		IN_WIKTIONARY
gǫ̀ba	polish	gęba	ˈɡɛm.ba		IN_WIKTIONARY
gostъjь	polish	gęsty	ˈɡɛ̃.stɨ		IN_WIKTIONARY
gǫ̑sь	polish	gęś	ɡɛ̃ɕ		IN_WIKTIONARY
gràbiti	polish	grabić	ˈɡra.bʲit͡ɕ		IN_WIKTIONARY
gràdъ	polish	grad	ɡrat		IN_WIKTIONARY
grebenь	polish	grzebień	ˈɡʐɛ.bʲɛɲ		IN_WIKTIONARY
greti	polish	grześć	ɡʐɛɕt͡ɕ
grějati	polish	grzać	ɡʐat͡ɕ		IN_WIKTIONARY
grěti	polish	grzać	ɡʐat͡ɕ		IN_WIKTIONARY
grě́xъ	polish	grzech	ɡʐɛx		IN_WIKTIONARY
grę̄dà	polish	grzęda	ˈɡʐɛn.da		IN_WIKTIONARY
grę̑znǫti	polish	grzeznąć	ˈɡʐɛznɔɲt͡ɕ
grivьna	polish	grzywna	ˈɡʐɨv.na		IN_WIKTIONARY
grìva	polish	grzywa	ˈɡʐɨ.va		IN_WIKTIONARY
grobъ	polish	grób	ɡrup		IN_WIKTIONARY
gromada	polish	gromada	ɡrɔˈma.da		IN_WIKTIONARY
grozà	polish	groza	ˈɡrɔ.za		IN_WIKTIONARY
groziti	polish	grozić	ˈɡrɔ.ʑit͡ɕ		IN_WIKTIONARY
grozьnъjь	polish	groźny	ˈɡrɔʑ.nɨ		IN_WIKTIONARY
grȏmъ	polish	grom	ɡrɔm		IN_WIKTIONARY
grǫziti	polish	grążyć	ˈɡrɔ̃ʐɨt͡ɕ
grỳzti	polish	gryźć	ɡrɨɕt͡ɕ		IN_WIKTIONARY
grьměti	polish	grzmieć	ɡʐmʲɛt͡ɕ		IN_WIKTIONARY
gubìti	polish	gubić	ˈɡu.bʲit͡ɕ		IN_WIKTIONARY
gumьnò	polish	gumno	ˈɡum.nɔ		IN_WIKTIONARY
gvě̄zdà	polish	gwiazda	ˈɡvʲaz.da		IN_WIKTIONARY
gybati	polish	gibać	ˈɡʲibat͡ɕ
gỳnǫti	polish	ginąć	ˈɡʲi.nɔɲt͡ɕ		IN_WIKTIONARY
gāsìti	polish	gasić	ˈɡa.ɕit͡ɕ		IN_WIKTIONARY
gъnàti	polish	gnać	ɡnat͡ɕ		IN_WIKTIONARY
gъnǫti	polish	giąć	ɡʲɔɲt͡ɕ		IN_WIKTIONARY
gъ̀rdlo	polish	gardɫo	ˈɡardwɔ	ˈɡardwɔ	SAME
gъrdъjь	polish	gardy	ˈɡardɨ	ˈɡardɨ	SAME
gъ̑rstь	polish	garść	ɡarɕt͡ɕ		IN_WIKTIONARY
i	polish	i	[i]		CORRECTED
ju	polish	już	juʂ		IN_WIKTIONARY
juže	polish	już	juʂ		IN_WIKTIONARY
jūxà	polish	jucha	ˈju.xa		IN_WIKTIONARY
jьgrati	polish	grać	ɡrat͡ɕ		IN_WIKTIONARY
jьgъlà	polish	igɫa	ˈiɡwa	ˈiɡwa	SAME
jьlъ	polish	iɫ	iw	iw	SAME
jьlьmъ	polish	ilm	ilm	ilm	SAME
jьmàti	polish	imać	ˈimat͡ɕ
jьměti	polish	mieć	mʲɛt͡ɕ		IN_WIKTIONARY
jьmę	polish	imię	ˈi.mʲɛ		IN_WIKTIONARY
jьnogъ	polish	nóg	nuk		IN_WIKTIONARY
jь̑go	polish	jugo	[ˈjuɡɔ]		CORRECTED
kadìdlo	polish	kadzidɫo	[kaˈd͡ʑidwɔ]		CORRECTED
kakъ	polish	kaki	ˈkakʲi	ˈkakʲi	SAME
kaliti	polish	kalić	ˈkalʲit͡ɕ
kamy	polish	kamień	ˈka.mʲɛɲ		IN_WIKTIONARY
kara	polish	kara	ˈka.ra		IN_WIKTIONARY
karati	polish	karać	ˈka.rat͡ɕ		IN_WIKTIONARY
kasati	polish	kasać	ˈkasat͡ɕ
kazati	polish	kazać	ˈka.zat͡ɕ		IN_WIKTIONARY
kaziti	polish	kazić	ˈkaʑit͡ɕ
