hlave	[ˈɦlave]
denne	[ˈdene]
hora	[ˈɦora]
nosoch	[ˈnosox]
nosmi	[ˈnosmi]
koláčik	[ˈkolaːt͡ʃik]
koláčom	[ˈkolaːt͡ʃom]
koláču	[ˈkolaːt͡ʃu]
koláči	[ˈkolaːt͡ʃi]
koláča	[ˈkolaːt͡ʃa]
darovať	[ˈdarovac]
zaspať	[ˈzaspac]
na zdravie	[na zdravi̯e]
cestovať	[ˈt͡sestovac]
palec na nohe	[palet͡s na noɦe]
pieh	[pi̯ex]
pehy	[ˈpeɦi]
pehách	[ˈpeɦaːx]
pehám	[ˈpeɦaːm]
pohára	[ˈpoɦaːra]
ä	/e/
abbé	/ˈabbɛː/
abeceda	/ˈa.bɛ.t͡sɛ.da/
Ábel	/ˈaːbɛɫ/
Adam	/ˈa.dam/
Adama	/Ëˆadama/
Adamami	/ˈadamami/
Adamoch	/ˈadamɔx/
Adamom	/ˈadamɔm/
Adamov	/ˈadamɔu̯/
Adamovi	/ˈadamɔvi/
Adamovia	/ˈadamɔvi̯a/
Adela	/ˈadeɫa/
Adelka	/ˈadɛɫka/
adjektívum	/ˈadjɛktiːvum/
Ado	/ˈadɔ/
Adolf	/ˈadoɫf/
Adrián	/ˈadriaːn/
Adriána	/ˈadriaːna/
Afrika	/ˈafrika/
Afrikánec	/afrikaːɲɛt͡s/
Afrike	/ˈafrikɛ/
Afrikou	/ˈafrikɔu̯/
Afriku	/ˈafriku/
Afriky	/ˈafriki/
Agáta	/ˈaɡaːta/
Agnesa	/ˈaɡnɛsa/
ahoj	/ˈaɦɔj/
aids	/aː iː dɛː ɛs/
aj	[aj]
aj múdry schybí	/ˈaj muːdri sxibiː/
ak	/ak/
akcia	/ˈakt͡sia/
ako	/ˈakɔ/
akonáhle	/ˈakɔnaːɦlɛ/
aktínium	/ˈaktiːnium/
aktivovať	/ˈaktivovac/
aktualizácia	/ˈaktualizaːt͡sia/
aktualizovaný	/ˈaktualizovaniː/
aktualizovať	/ˈaktualizovac/
akuzatív	/ˈakuzatiːu̯/
aký	/ˈakiː/
akýkoľvek	/ˈakiːkɔʎvɛk/
Alah	/ˈaɫax/
Alan	/ˈaɫan/
Alánd	/ˈaɫaːnt/
Alandy	/ˈaɫandi/
Albánsko	[ˈalbaːnsko]
albánsky	/ˈaɫbaːnski/
albánčina	/ˈaɫbaːnt͡ʃina/
Albert	/ˈaɫbɛrt/
Albín	/ˈaɫbiːn/
Albína	/ˈaɫbiːna/
alebo	/ˈalɛbɔ/
Alena	/ˈalɛna/
Alexander	/ˈalɛksandɛr/
Alexandra	/ˈalɛksandra/
Alexej	/ˈalɛksɛj/
Aleš	/ˈalɛʃ/
Alfonz	/ˈaɫfɔns/
Alfréd	/ˈaɫfrɛːt/
alibi	/ˈalibi/
Alica	/ˈalit͡sa/
Aljaška	/ˈalʲaʃka/
alka	/ˈaɫka/
alkohol	/ˈaɫkɔɦɔɫ/
alkoholický	/ˈalkɔhɔlit͡skiː/
alkoholik	/ˈaɫkɔɦɔlik/
almanach	/ˈal.ma.nax/
Alojz	/ˈaɫɔjs/
Alpy	/ˈal.pi/
altruizmus	/ˈaɫtruizmus/
Alžbeta	/ˈaɫʒbɛta/
Amália	/ˈamaːlia/
Ambróz	/ˈambrɔs/
amerícium	/ˈamɛriːt͡sium/
americký	/ˈamɛrit͡skiː/
Američan	/ˈamɛrit͡ʃan/
Američanka	/ˈa.mɛ.ri.t͡ʃaŋ.ka/
amnézia	/ˈamnɛːzia/
Anabela	/ˈanabɛɫa/
anamnéza	/ˈanamnɛːza/
ananás	/ˈananaːs/
Anaxagoras	/ˈanaksaɡoras/
Andrea	/ˈandrɛa/
Andrej	/ˈandrɛj/
andulka	/ˈanduɫka/
Andy	[ˈandi]
Anežka	/ˈaɲɛʃka/
Angela	/ˈaŋɡɛɫa/
Angelika	/ˈaŋɡɛlika/
Anglicko	/ˈaŋɡlit͡skɔ/
angličtina	/ˈaŋɡlit͡ʃcina/
angström	/ˈaŋɡstrɛm/
ani	/ˈaɲi/
anjel	/ˈaɲi̯ɛɫ/
Anna	/ˈanna/
Annu	/ˈannu/
áno	/ˈaːnɔ/
antimón	/ˈantimɔːn/
antisemita	/ˈantisɛmita/
Anton	/ˈantɔn/
Antónia	/ˈantɔːnia/
aperitív	/ˈapɛritiːw/
apríl	/ˈapriːɫ/
arabčina	/ˈarapt͡ʃina/
aragonit	/ˈaraɡɔnit/
archeológia	/ˈarxɛɔɫɔːɡia/
architektúra	/ˈarxitɛktuːra/
arcibiskup	/ˈart͡sibiskup/
argón	/ˈarɡɔːn/
Aristoteles	/ˈaristɔtɛlɛs/
Arménsko	/ˈarmɛːnskɔ/
arménčina	/ˈarmɛːnt͡ʃina/
Arno	/ˈarnɔ/
Arnold	/ˈarnɔld/
Arpád	/ˈarpaːt/
artritída	/ˈartritiːda/
Artúr	/ˈartuːr/
arzén	/ˈarzɛːn/
astát	/ˈastaːt/
astronóm	/ˈastrɔnɔːm/
astronómia	/ˈastrɔnɔːmia/
ateizmus	/ˈatɛizmus/
Atény	/ˈatɛːni/
atóm	/ˈatɔːm/
atómový	/ˈatɔːmɔviː/
atrament	/ˈatramɛnt/
august	[ˈauɡust]
Augustín	/ˈau̯ɡustiːn/
Aurel	/ˈau̯rɛːɫ/
Aurélia	/ˈau̯rɛːlia/
áut	/ˈaːu̯t/
auta	/ˈau̯ta/
autách	/ˈau̯taːx/
autám	/ˈau̯taːm/
autami	/ˈau̯tami/
aute	/ˈau̯cɛ/
auto	/ˈau̯tɔ/
autobus	/ˈau̯tɔbus/
autom	/ˈau̯tɔm/
autostráda	/ˈau̯tɔstraːda/
autu	/ˈau̯tu/
azda	/ˈazda/
Ázia	/ˈaː.zi.a/
ázijský	/ˈaːzijskiː/
báb	/ˈbaːp/
baba	/ˈbaba/
bábika	/ˈbaːbika/
bábka	/ˈbaːbka/
bábok	/ˈbaːbɔk/
babona	/ˈbabɔna/
baht	/baːt/
bájka	[ˈbaːjka]
baktéria	/ˈbaktɛːria/
baktérie	/ˈbaktɛːriɛ/
baldrián	[ˈbaldriaːn]
Baleáry	/ˈbalɛaːri/
bambus	/ˈbambus/
bambusový	/ˈbambusɔviː/
banán	/ˈbanaːn/
baníctvo	/ˈbaɲiːt͡svɔ/
baník	/ˈbaɲiːk/
banka	/ˈbanka/
bankami	/ˈbaŋkami/
banke	/ˈbaŋkɛ/
bankomat	[Ëˆbankomat]
bankovka	/ˈbankɔu̯ka/
banku	/ˈbaŋku/
banky	/ˈbaŋki/
Bara	/ˈbara/
baran	[ˈbaran]
Barbara	/ˈbarbara/
Barbora	/ˈbarbɔra/
bárium	/ˈbaː.ri.um/
Bartolomej	/ˈbartɔɫɔmɛj/
báseň	/ˈbaːsɛɲ/
básnik	/ˈbaːsɲik/
bača	/ˈbat͡ʃa/
baňa	/ˈbaɲa/
báť sa	/ˈbaːc sa/
bažant	/ˈba.ʒant/
Beáta	/ˈbɛaːta/
Beátka	/ˈbɛaːtka/
bedminton	/ˈbɛːdmintɔn/
bedro	/ˈbɛːdrɔ/
bedňa	[ˈbedɲa]
beh	/ˈbɛx/
behať	/ˈbɛɦac/
Bejrút	/ˈbɛjruːt/
belasý	/ˈbelaˌsiː/
Belgicko	/ˈbɛɫɡit͡ʃkɔ/
Belo	/ˈbɛɫɔ/
Benjamín	/ˈbɛnjamiːn/
benzín	/ˈbɛnziːn/
benzínka	/ˈbɛnziːnka/
berkélium	/ˈbɛrkɛːlium/
Berlín	/ˈbɛrliːn/
Bernard	/ˈbɛrnard/
Berta	/ˈbɛrta/
hlave	[ˈɦlave]
denne	[ˈdene]
hora	[ˈɦora]
nosoch	[ˈnosox]
nosmi	[ˈnosmi]
koláčik	[ˈkolaːt͡ʃik]
koláčom	[ˈkolaːt͡ʃom]
koláču	[ˈkolaːt͡ʃu]
koláči	[ˈkolaːt͡ʃi]
koláča	[ˈkolaːt͡ʃa]
darovať	[ˈdarovac]
zaspať	[ˈzaspac]
na zdravie	[na zdravi̯e]
cestovať	[ˈt͡sestovac]
palec na nohe	[palet͡s na noɦe]
pieh	[pi̯ex]
pehy	[ˈpeɦi]
pehách	[ˈpeɦaːx]
pehám	[ˈpeɦaːm]
pohára	[ˈpoɦaːra]
berýlium	/ˈbɛriːlium/
Beskydy	/ˈbɛskidi/
beta	/ˈbɛta/
betón	/ˈbɛtɔːn/
bez	/ˈbɛs/
bezcharakterný	/ˈbɛsxaraktɛrniː/
beznádej	/ˈbɛznaːɟɛj/
bezo	/ˈbɛzɔ/
bezpečnosť	/ˈbɛspɛt͡ʃnɔsc/
Beňadik	/ˈbɛɲaɟik/
Beňo	/ˈbɛɲɔ/
bežať	/ˈbɛʒac/
Bianka	/ˈbi̯aŋka/
Bibiána	/ˈbibiaːna/
bicykel	/ˈbit͡sikɛɫ/
bielizeň	/ˈbi̯ɛlizɛɲ/
bielizník	/ˈbi̯ɛlizɲiːk/
Bielorusko	/ˈbi̯ɛɫɔruskɔ/
bieloruština	/ˈbi̯ɛɫɔruʃcina/
biely	/ˈbi̯ɛli/
biológia	/ˈbiɔɫɔːɡia/
biotit	/ˈbiotit/
birmovanie	/ˈbirmɔvaɲi̯ɛ/
birmovka	/ˈbirmɔu̯ka/
bisexualita	/ˈbisɛksualita/
biskup	/ˈbiskup/
bislama	/ˈbisɫama/
bizmut	/ˈbizmut/
Blahoslav	/ˈbɫaɦɔsɫau̯/
blamáž	/ˈblamaːʃ/
Blanka	/ˈbɫaŋka/
blázon	/ˈbɫaːzɔn/
Blažej	/ˈbɫaʒɛj/
Blažena	/ˈbɫaʒɛna/
blbaňa	[ˈbl̩baɲa]
bĺch	/ˈbɫ̩ːx/
blcha	/ˈbɫ̩.xa/
blen	[blen]
bližší	/ˈbliʃʃiː/
bobona	/ˈbɔbɔna/
bocian	/ˈbɔt͡si̯an/
bodka	/ˈbɔtka/
bodkočiarka	/ˈbɔtkɔˌt͡ʃi̯arka/
bodliak	/ˈbɔdli̯ak/
bodnúť	/ˈbɔdnuːc/
boh	/bɔx/
boha	[ˈboɦa]
bohatý	/ˈbɔɦatiː/
boháč	/ˈbɔɦaːt͡ʃ/
Bohdan	/ˈbɔɦdan/
Bohdana	/ˈbɔɦdana/
bohemizmus	/ˈbɔɦɛmizmus/
bohmi	[ˈboɦmi]
bohoch	[ˈboɦox]
bohom	[ˈboɦom]
bohov	[ˈboɦof]
bohovi	[ˈboɦovi]
bohovia	[ˈboɦovi̯a]
bohrium	/ˈbɔrium/
bohu	[ˈboɦu]
Bohumil	/ˈbɔɦumiɫ/
Bohumír	/ˈbɔɦumiːr/
Bohuslav	/ˈbɔɦuslau̯/
Bohuslava	/ˈbɔɦuslava/
Bohuš	/ˈbɔɦuʃ/
bohužiaľ	/ˈbɔɦuʒi̯aʎ/
bohyňa	/ˈboɦiɲa/
bojovať	/ˈbɔjɔvac/
Boleslav	/ˈbɔlɛslau̯/
bolesť	/ˈbɔlɛsc/
Bologna	/ˈboloɲa/
bomba	/ˈbɔmba/
bombardovať	/ˈbɔmbardɔvac/
Bonifác	/ˈbɔnifaːt͡s/
bór	/ˈbɔːr/
borec	/ˈbɔrɛt͡s/
Boris	/ˈbɔris/
borovicový	/ˈbɔrɔvit͡sɔviː/
bosorák	/ˈbɔsɔraːk/
botanika	/ˈbɔtanika/
botanizovať	/ˈbɔtanizɔvac/
bozk	/ˈbɔsk/
bozkať	/ˈbɔskac/
bôľ	/ˈbu̯ɔʎ/
bože	/bɔʒɛ/
Božena	/ˈbɔʒɛna/
Božica	/ˈbɔʒit͡sa/
Božidara	/ˈbɔʒidara/
božtek	/ˈbɔʃcɛk/
brada	/ˈbrada/
bradatý	/ˈbradatiː/
Branislav	/ˈbraɲisɫau̯/
Branislava	/ˈbraɲislava/
brány	/ˈbraːni/
brat	/brat/
brata	/Ëˆbrata/
Bratislava	[ˈbracislava]
Bratislave	/ˈbracisɫavɛ/
Bratislavou	/ˈbracisɫavɔu̯/
Bratislavu	/ˈbracisɫavu/
Bratislavy	/ˈbracisɫavi/
Bratislavčan	/ˈbracislau̯t͡ʃan/
bratranec	/ˈbratranet͡s/
brázda	/ˈbraːzda/
brazílski	/ˈbraziːɫski/
braček	/ˈbrat͡ʃɛk/
Braňa	/ˈbraɲa/
Braňo	/ˈbraɲɔ/
bŕd	/ˈbr̩ːt/
brdo	/ˈbr̩dɔ/
breh	/ˈbrɛx/
breza	/ˈbrɛza/
Brezina	[ˈbrezina]
brečtan	/ˈbrɛt͡ʃ.tan/
briadka	/ˈbri̯atka/
bridlica	[ˈbridlit͡sa]
Brigita	/ˈbriɡita/
Brita	/ˈbrita/
Brne	[brne]
bróm	/ˈbrɔːm/
Bronislava	/ˈbrɔɲislava/
broskyňa	/ˈbrɔskiɲa/
brucho	/ˈbruxɔ/
bruchomluvec	/ˈbruxɔˌmluvɛt͡s/
brunet	[ˈbrunet]
bruneta	[ˈbruneta]
brunetka	[ˈbrunetka]
Bruno	/ˈbrunɔ/
Brusel	/ˈbrusɛɫ/
bruško	/ˈbruʃkɔ/
bryndza	/ˈbrin.d͡za/
bŕzd	/ˈbr̩ːst/
brzda	/ˈbr̩zda/
bršlen	[ˈbr̩ʃlen]
bubon	[ˈbubon]
Budapešť	/ˈbudapɛʃc/
budova	/ˈbudɔva/
budúci	/ˈbuduːt͡si/
Budyšín	/ˈbudiʃiːn/
Bukurešť	/ˈbukurɛʃc/
Bulharsko	/ˈbuɫɦarskɔ/
bulharčina	/ˈbuɫɦart͡ʃina/
bunda	/bunda/
Bydgoszcz	/ˈbidɡɔʃt͡ʃ/
bystrica	/ˈbistrit͡sa/
Bystrík	/ˈbistriːk/
bystrý	/ˈbistriː/
byt	/Ëˆbit/
byvol	[ˈbivol]
byť	/bic/
cadik	/ˈt͡sadik/
cap	/ˈt͡sap/
capina	/ˈt͡sapina/
cár	/ˈt͡saːr/
Carihrad	/ˈt͡ʃariˌɦrat/
cárovič	/ˈt͡saːrɔvit͡ʃ/
cárovná	[ˈt͡saːrovnaː]
cech	/ˈt͡sɛx/
Cecília	/ˈtse̞tsiːɫia/
celá	[ˈt͡selaː]
celé	[ˈt͡seleː]
celebrita	/ˈt͡sɛlɛbrita/
celého	[ˈt͡seleːɦo]
celej	[ˈt͡selej]
celému	[ˈt͡seleːmu]
celiakia	/ˈt͡sɛliakia/
celom	[ˈt͡selom]
celou	[ˈt͡selou]
celú	[ˈt͡seluː]
celých	[ˈt͡seliːx]
celým	[ˈt͡seliːm]
celými	[ˈt͡seliːmi]
cena	/ˈt͡sɛna/
cencúľ	/ˈt͡sɛnt͡suːʎ/
cenník	/ˈt͡sɛnɲiːk/
cep	/t͡sɛp/
cér	/ˈt͡sɛːr/
ceruza	/ˈtsɛruza/
ceruzka	/ˈt͡sɛruska/
cesta	/ˈt͡sɛsta/
cestár	/ˈt͡sɛstaːr/
cesto	/ˈt͡sɛstɔ/
cestovateľ	/ˈt͡sɛstɔvacɛʎ/
cestovať	[ˈt͡sestovac]
cestovina	/ˈt͡sɛstɔvina/
cez	/ˈt͡sɛz/
cézium	/ˈtseː.zi.um/
ch	/x/
chalan	/ˈxaɫan/
chameleón	/ˈxamɛlɛɔːn/
charakter	/ˈxaraktɛr/
chémia	/ˈxɛːmia/
chí	/ˈxiː/
chladný	/ˈxɫadniː/
hlave	[ˈɦlave]
denne	[ˈdene]
hora	[ˈɦora]
nosoch	[ˈnosox]
nosmi	[ˈnosmi]
koláčik	[ˈkolaːt͡ʃik]
koláčom	[ˈkolaːt͡ʃom]
koláču	[ˈkolaːt͡ʃu]
koláči	[ˈkolaːt͡ʃi]
koláča	[ˈkolaːt͡ʃa]
darovať	[ˈdarovac]
zaspať	[ˈzaspac]
na zdravie	[na zdravi̯e]
cestovať	[ˈt͡sestovac]
palec na nohe	[palet͡s na noɦe]
pieh	[pi̯ex]
pehy	[ˈpeɦi]
pehách	[ˈpeɦaːx]
pehám	[ˈpeɦaːm]
pohára	[ˈpoɦaːra]
chlapec	/ˈxɫa.pɛt͡s/
chlapi	/ˈxɫapi/
chlapmi	/ˈxɫapmi/
chlapoch	/ˈxɫapɔx/
chlapov	/ˈxɫapɔu̯/
chleba	/ˈxlɛba/
	
chlm	/ˈxɫ̩m/
chlór	/ˈxɫɔːr/
chlp	/ˈxɫ̩p/
chodidlo	/ˈxɔɟidɫɔ/
chodiť	/ˈxɔɟic/
chodník	/ˈxɔdɲiːk/
cholera	/ˈxɔlɛra/
choroba	/ˈxɔrɔba/
chorobe	[ˈxorobe]
chorobný	/ˈxɔrɔbniː/
chorom	[ˈxorom]
chorou	/ˈxɔrɔu̯/
Chorvát	[ˈxorvaːt]
Chorvátsko	/ˈxɔrvaːtskɔ/
chorý	/ˈxɔriː/
Chovanec	[ˈxovanet͡s]
chrapkáč poľný	[xrapkaːt͡ʃ poʎniː]
chrbát	/ˈxr̩baːt/
chrbtica	/ˈxr̩pcit͡sa/
chren	/ˈxrɛn/
chrípka	/ˈxriːpka/
chrobák	/ˈxrɔbaːk/
chróm	/ˈxroːm/
chrupka	[ˈxrupka]
chrúst	/ˈxruːst/
chudobný	/ˈxudɔbniː/
Chudý	[ˈxudiː]
chuj	/ˈxuj/
chujovina	/ˈxujɔvina/
chuligán	/ˈxuliɡaːn/
chvastúň	/ˈxvastuːɲ/
chvíľa	/ˈxviːʎa/
chvíľka	/ˈxviːʎka/
chvíľočka	/ˈxviːʎɔt͡ʃka/
chvost	/ˈxvɔst/
chýr	/ˈxiːr/
chyža	/ˈxi.ʒa/
cibuľa	/ˈt͡sibuʎa/
cica	/ˈt͡sit͡sa/
cicavec	/ˈt͡sit͡savɛt͡s/
cicka	/ˈt͡sit͡ska/
cieľ	/ˈt͡si̯ɛʎ/
cigara	/ˈt͡siɡara/
cigareta	/ˈt͡siɡarɛta/
cikať	/ˈt͡sikac/
cín	/ˈt͡siːn/
cisár	/ˈt͡sisaːr/
citoslovce	/ˈt͡sitɔsɫɔvt͡sɛ/
cmar	/ˈt͡smar/
cnosť	/ˈt͡snɔsc/
cól	/ˈt͡sɔːɫ/
cop	[t͡sop]
cti	/ˈtsci/
ctí	/ˈt͡sciː/
Ctibor	/ˈt͡scibɔr/
Cuda	/t͡su.da/
cudzí	/ˈt͡sud͡ziː/
cudzinec	/ˈt͡sud͡ziɲɛt͡s/
cudzinka	/ˈt͡sud͡ziŋka/
cukor	/ˈt͡sukɔr/
cunami	/ˈt͡su.na.mi/
curium	/ˈkyrium/
cvikla	/ˈt͡svikla/
Cyprián	/ˈt͡sipriaːn/
Cyril	/ˈt͡siriɫ/
Dalibor	/ˈdalibɔr/
Dalimil	/ˈdalimiɫ/
dáma	/ˈdaːma/
Damask	/ˈdamask/
Dán	/ˈdaːn/
Dana	/ˈdana/
dani	/ˈdaɲi/
Danica	/ˈdaɲit͡sa/
Daniel	/ˈdaniɛɫ/
Daniela	/ˈdaɲiela/
Danka	/ˈdaŋka/
Dánka	/ˈdaːŋka/
Dano	/ˈdanɔ/
Dánsko	/ˈdaːnskɔ/
dánsky	/ˈdaːnski/
Danuta	/ˈdanuta/
dánčina	/ˈdaːnt͡ʃina/
Dardanely	/ˈdardanɛli/
darmstadtium	/ˈdarmʃtatium/
darovať	[ˈdarovac]
darvinovský	[ˈdarvinovskiː]
databáza	/ˈdatabaːza/
daň	/daɲ/
Daňo	/ˈdaɲɔ/
Dáša	/ˈdaːʃa/
dať	/ˈdac/
dážď	/daːʃc/
dcéra	/ˈt͡sɛː.ra/
dcérka	/ˈt͡sɛːr.ka/
dcérsky	/ˈt͡sɛːrski/
deaktivovať	/ˈdɛaktivɔvac/
debna	/ˈɟɛbna/
december	/ˈdɛt͡sɛmbɛr/
dedina	/ˈɟɛɟina/
dedinôčka	/ˈɟɛɟinu̯ɔt͡ʃka/
dedinčan	/ˈɟɛɟɪntʃan/
dedinčania	[ˈɟeɟint͡ʃaɲi̯a]
dedko	/ˈɟɛtkɔ/
dedo	/ˈɟɛdɔ/
Dedo Mráz	/ˈɟɛdɔ mraːs/
deizmus	/ˈdɛizmus/
dejepis	/ˈɟɛjɛpis/
delfín	/ˈdɛlfiːn/
Demeter	/ˈdɛmɛtɛr/
Denis	/ˈdɛnis/
Denisa	/ˈdɛnisa/
denne	[ˈdene]
denník	/ˈɟɛnɲiːk/
denný	/ˈɟɛnniː/
derviš	/ˈdɛrviʃ/
desať	/ˈɟɛsac/
desaťtisíci	[ˈdesactisiːt͡si]
desiaty	/ˈɟɛsi̯ati/
determinant	/ˈdɛtɛrminant/
deti	/ˈɟɛci/
detí	/ˈɟɛciː/
detská mozgová obrna	/ˈɟɛtskaː mɔzɡɔvaː ɔbr̩na/
detská obrna	/ˈɟɛtska ɔbr̩na/
deva	/ˈɟɛva/
deväťsil	[ˈdevæcsil]
Dezider	/ˈdɛzidɛr/
deň	/ɟɛɲ/
deťmi	[ˈdecmi]
diabol	/ˈɟi̯abɔɫ/
Diana	/ˈdiana/
diaľnica	/ˈɟi̯aʎɲit͡sa/
Dido	[ˈdido]
dielo	/ˈɟi̯ɛɫɔ/
diéta	/ˈdi.ɛː.ta/
dievča	/ˈɟi̯ɛu̯t͡ʃa/
dieťa	[ˈdi̯eca]
Dionýz	/ˈdioniːs/
diviak	[ˈdivi̯ak]
divozel	[ˈdivozel]
dlátko	/ˈdɫaːtkɔ/
dláto	/ˈdɫaːtɔ/
dlaň	/ˈdɫaɲ/
dlh	/dɫ̩x/
dlhý	/ˈdl̩ɦiː/
dĺžeň	/ˈdɫ̩ːʒɛɲ/
dne	/dɲɛ/
dnes	/dɲɛs/
dni	/ˈdɲi/
dní	/ˈdɲiː/
do	/ˈdɔ/
do frasa	[do frasa]
hlave	[ˈɦlave]
denne	[ˈdene]
hora	[ˈɦora]
nosoch	[ˈnosox]
nosmi	[ˈnosmi]
koláčik	[ˈkolaːt͡ʃik]
koláčom	[ˈkolaːt͡ʃom]
koláču	[ˈkolaːt͡ʃu]
koláči	[ˈkolaːt͡ʃi]
koláča	[ˈkolaːt͡ʃa]
darovať	[ˈdarovac]
zaspať	[ˈzaspac]
na zdravie	[na zdravi̯e]
cestovať	[ˈt͡sestovac]
palec na nohe	[palet͡s na noɦe]
pieh	[pi̯ex]
pehy	[ˈpeɦi]
pehách	[ˈpeɦaːx]
pehám	[ˈpeɦaːm]
pohára	[ˈpoɦaːra]
do paroma	[do paroma]
do piče!	[do pit͡ʃe]
do videnia	[do videni̯a]
dobrá	/ˈdɔbraː/
dobre	/ˈdɔbrɛ/
dobré	/ˈdɔbrɛː/
dobré ráno	/ˈdɔbrɛː raːnɔ/
dobrého	/ˈdɔbrɛːɦɔ/
dobrej	/ˈdɔbrɛj/
dobrému	/ˈdɔbrɛːmu/
dobrí	/ˈdɔbriː/
Dobromil	/ˈdɔbrɔmiɫ/
Dobromila	/ˈdɔbrɔmiɫa/
Dobroslav	/ˈdɔbrɔsɫau̯/
Dobroslava	/ˈdɔbrɔsɫava/
dobrú	/ˈdɔbruː/
dobrý	/ˈdɔbriː/
dobrý deň	/dɔbriː ɟɛɲ/
dobrými	/ˈdɔbriːmi/
dofrasa	[ˈdofrasa]
dojča	/ˈdɔjt͡ʃa/
dokázať	/ˈdɔkaːzac/
doktor	/ˈdɔktɔr/
doktora	/ˈdɔktɔra/
doktormi	/ˈdɔktɔrmi/
doktoroch	/ˈdɔktɔrɔx/
doktorom	/ˈdɔktɔrɔm/
doktorov	/ˈdɔktɔrɔu̯/
doktorovi	/ˈdɔktɔrɔvi/
dôležitý	/ˈdu̯ɔlɛʒitiː/
dolinôčka	/ˈdɔlinu̯ɔt͡ʃka/
dom	/ˈdɔm/
doma	/ˈdɔma/
domáci	/ˈdɔmaːt͡si/
domami	[ˈdomami]
dome	[Ëˆdome]
Dominik	/ˈdɔminik/
Dominika	/ˈdɔminika/
Dominikánska republika	/ˈdɔminikaːnska republika/
dominikánsky	/ˈdɔminikaːnski/
domoch	[ˈdomox]
domom	[ˈdomom]
domorodec	/ˈdɔmɔrɔɟɛt͡s/
domov	/ˈdɔmɔu̯/
domu	[Ëˆdomu]
domček	/ˈdɔmt͡ʃɛk/
doparoma	[ˈdoparoma]
dopyt	/ˈdɔpit/
Dorota	/ˈdɔrɔta/
dosiaľ	/ˈdɔsi̯aʎ/
dostať	/ˈdɔstac/
dôstojný	/ˈdu̯ostojniː/
doteraz	/ˈdɔtɛras/
dovidenia	[ˈdovideni̯a]
dovolenka	/ˈdɔvɔlɛŋka/
Dráh	[draːx]
Draha	/ˈdraɦa/
Drahami	[ˈdraɦami]
Drahe	[ˈdraɦe]
drahí	[ˈdraɦiː]
drahokam	/ˈdraɦɔkam/
Drahoslav	/ˈdraɦɔsɫau̯/
Drahou	[ˈdraɦou]
Drahoš	/ˈdraɦɔʃ/
Drahu	[ˈdraɦu]
Drahuša	/ˈdrahuʃa/
Drahy	[ˈdraɦi]
draslík	/ˈdrasliːk/
dráčik	/ˈdraːt͡ʃik/
Drážďany	/ˈdraːʒɟani/
drez	[dres]
drieň	[dri̯eɲ]
drozd	/ˈdrɔst/
drozdí	/ˈdrɔzɟiː/
